,id_orig,year_orig,year,author_orig,author,title_orig,title,genre,source,title_short
1179,SC1326,1856,1856,"Thackeray, William Makepeace","Thackeray, William Makepeace",The Memoirs of Barry Lyndon Esq of the Kingdom of Ireland By W M Thackeray etc,"The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]",,,"The Memoirs of Barry Lyndon, Esq"
1180,SC1328,1856,1856,"Wallace, Ellen","Wallace, Ellen",Beyminstre,Beyminstre,,,Beyminstre
1181,SC1329,1856,1856,"Yonge, Charlotte Mary","Yonge, Charlotte Mary",The Daisy Chain or Aspirations A Family Chronicle By the author of The Heir of Redclyffe etc,"The Daisy Chain; or, Aspirations. A Family Chronicle. By the author of The Heir of Redclyffe, etc.",,,The Daisy Chain
1182,SC1330,1857,1857,"Aikin, Kortright Fanny","Aikin, Kortright Fanny","Anne Sherwood: or, The social institutions of England","Anne Sherwood: or, The social institutions of England",,,Anne Sherwood
1183,SC1331,1857,1857,Anonymous,Anonymous,"Brimelsea; or, Character the index of fate","Brimelsea; or, Character the index of fate",,,Brimelsea
1184,SC1332,1857,1857,"Briscoe, Mrs","Briscoe, Mrs",The young bride A novel By Mrs Briscoe In three volumes,The young bride. A novel. : By Mrs. Briscoe. In three volumes,,,The young bride
1186,SC1334,1857,1857,"Bronte, Charlotte","Bronte, Charlotte",The Professor A Tale By Currer Bell Author of Jane Eyre In Two Volumes,"The Professor, A Tale. By Currer Bell, Author of ""Jane Eyre,"" ... In Two Volumes",Bildungsroman,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.",The Professor
1187,SC1335,1857,1857,Chalcraft Harriette Amiel,Chalcraft Harriette Amiel,Lucy Aylmer,Lucy Aylmer,,,Lucy Aylmer
1188,SC1336,1857,1857,Chatterton Georgiana Lady 1806 1876,"Chatterton, Lady Georgiana",Life and its realities,Life and its realities,,,Life and its realities
1189,SC1337,1857,1857,"Collins, Wilkie","Collins, Wilkie",The dead secret,The dead secret,,,The dead secret
1190,SC1338,1857,1857,Cornish Miss,Cornish Miss,Northwode priory,Northwode priory,,,Northwode priory
1191,SC1339,1857,1857,Craik Dinah Maria Mulock 1826 1887,"Craik, Dinah Maria Mulock",Nothing new Tales,Nothing new. Tales,,,Nothing new
1192,SC1340,1857,1857,Craik Georgiana M Georgiana Marion 1831 1895,"Craik, Georgiana Marion",Riverston,Riverston,,,Riverston
1193,SC1341,1857,1857,"Crawford, Mrs. A.","Crawford, Mrs. A.",Early struggles,Early struggles,,,Early struggles
1194,SC1342,1857,1857,Delorme Charles,Delorme Charles,The pedlar A tale of emigration,The pedlar. A tale of emigration ..,,,The pedlar
1195,SC1343,1857,1857,"Dickens, Charles","Dickens, Charles",Little Dorrit By Charles Dickens With Illustrations by H K Browne,Little Dorrit. By Charles Dickens. With Illustrations by H. K. Browne,,,Little Dorrit
1196,SC1344,1857,1857,"Elton, Sir Arthur Hallam","Elton, Arthur Hallam",Below the surface a story of English country life,Below the surface : a story of English country life,,,Below the surface
1197,SC1345,1857,1857,Goodrich A M,"Goodrich, A M",The myrtle and the heather a tale,The myrtle and the heather : a tale,,,The myrtle and the heather
1198,SC1346,1857,1857,Gore Mrs Catherine Grace Frances 1799 1861,"Gore, Mrs. (Catherine Grace Frances)",The two aristocracies a novel,The two aristocracies : a novel,,,The two aristocracies
1199,SC1347,1857,1857,Grogan Mercy Mrs,"Grogan, Mercy Mrs",The Roua pass or Englishmen in the highlands,"The Roua pass ; or, Englishmen in the highlands",,,The Roua pass
1200,SC1348,1857,1857,Hemphill Barbara d 1858,"Hemphill, Barbara Hare",Freida the Jongleur,Freida the Jongleur.,,,Freida the Jongleur
1201,SC1349,1857,1857,Horlock Knightley William 1802 1882,"Horlock, Knightley William",The Squire of Beechwood a true tale of Scrutator pseud,"The Squire of Beechwood, a true tale of Scrutator [pseud.]",,,The Squire of Beechwood
1202,SC1350,1857,1857,"Hughes, Thomas","Hughes, Thomas",Tom Brown s School Days By an Old Boy,Tom Brown's School Days. By an Old Boy,School Story,"Hunt, Peter. ""Children's Novels."" Encyclopedia of the Novel. Eds. Paul Schellinger, Christopher Hudson, and Marijke Rijsberman. Chicago: Fitzroy Dearborn Publishers, 1998.",Tom Brown's School Days
1203,SC1351,1857,1857,James G P R George Payne Rainsford 1801 1860,"James, George Payne Rainsford",Leonora d Orco a historical romance,Leonora d'Orco : a historical romance ...,Historical,title inference,Leonora d'Orco
1204,SC1353,1857,1857,Liddell Charles Francis,Liddell Charles Francis,Hidden links or The schoolfellows a tale,"Hidden links, or, The schoolfellows : a tale",,,Hidden links
1205,SC1354,1857,1857,Marsh Caldwell Anne 1791 1874,"Marsh, Caldwell Anne",The rose of Ashurst,The rose of Ashurst,,,The rose of Ashurst
1206,SC1355,1857,1857,Melville Julia,Melville Julia,The Gables a story of a life in three volumes,"The Gables : a story of a life, in three volumes",,,The Gables
1207,SC1356,1857,1857,Morier David R David Richard 1784 1877,Morier David Richard,Photo the Suliote a tale of modern Greece,Photo the Suliote : a tale of modern Greece,,,Photo the Suliote
1208,SC1357,1857,1857,Murray Charles Augustus Sir 1806 1895,Murray Charles Augustus,Hassan or The child of the pyramid An Egyptian tale,"Hassan : or, The child of the pyramid. An Egyptian tale",,,Hassan
1209,SC1358,1857,1857,"Oliphant, Mrs. Margaret","Oliphant, Mrs. Margaret",The Athelings or The three gifts,"The Athelings, or, The three gifts",,,The Athelings
1210,SC1359,1857,1857,"Oliphant, Mrs. Margaret","Oliphant, Mrs. Margaret",The days of my life An autobiography,The days of my life. An autobiography,,,The days of my life
1211,SC1360,1857,1857,Paull Margaret Agnes,Paull Margaret Agnes,Still waters,Still waters,,,Still waters
1212,SC1361,1857,1857,Reade Charles 1814 1884,"Reade, Charles",White lies a story,White lies : a story,,,White lies
1213,SC1362,1857,1857,"Reynolds, George W. M. (George William MacArthur)","Reynolds, George W. M. (George William MacArthur)","Agnes, or, Beauty and Pleasure","Agnes, or, Beauty and pleasure ...",,,Agnes
1214,SC1364,1857,1857,Rowcroft Albert E,Rowcroft Albert E,Philip Darrell a romance of English home life,Philip Darrell : a romance of English home life,,,Philip Darrell
1215,SC1365,1857,1857,St John Vane Ireton,St John Vane Ireton,St Eustace or The hundred and one a novel in three volumes,"St. Eustace : or, The hundred-and-one : a novel in three volumes",,,St Eustace
1216,SC1366,1857,1857,Thomas of Swarraton,Thomas of Swarraton,The noble traytour a chronicle,The noble traytour : a chronicle,,,The noble traytour
1217,SC1367,1857,1857,"Trollope, Anthony","Trollope, Anthony",Barchester Towers By Anthony Trollope In Three Volumes,Barchester Towers. By Anthony Trollope ... In Three Volumes,,,Barchester Towers
1218,SC1368,1857,1857,"Trollope, Frances Milton","Trollope, Frances Milton",The widow Barnaby by Frances Trollope,The widow Barnaby / by Frances Trollope.,,,The widow Barnaby
1219,SC1370,1857,1857,Williams F Miss,Williams F Miss,Seymour and his friends a novel,Seymour and his friends; a novel,,,Seymour and his friends
1220,SC1371,1857,1857,"Yonge, Charlotte Mary","Yonge, Charlotte Mary",Dynevor Terrace or The clue of life,"Dynevor Terrace; or, The clue of life",,,Dynevor Terrace
1221,SC1372,1858,1858,Anonymous,Anonymous,Eva Desmond or Mutation,"Eva Desmond, or, Mutation",,,Eva Desmond
1222,SC1373,1858,1858,"Ballantyne, (R. M.)","Ballantyne, (R. M.)",The Coral Island A Tale of the Pacific Ocean By Robert Michael Ballantyne With Illustrations by the Author,The Coral Island: A Tale of the Pacific Ocean. By Robert Michael Ballantyne ... With Illustrations by the Author,,,The Coral Island
1223,SC1374,1858,1858,"Bunbury, Selina","Bunbury, Selina",Sir Guy d Esterre,Sir Guy d'Esterre,,,Sir Guy d'Esterre
1224,SC1375,1858,1858,Caddell Cecilia Mary d 1877,Caddell Cecilia Mary,Home the homeless A novel By Cecilia Mary Caddell In three volumes,"Home & the homeless : A novel. By Cecilia Mary Caddell, ... In three volumes",,,Home & the homeless
1225,SC1376,1858,1858,Chatterton Georgiana Lady 1806 1876,"Chatterton, Lady Georgiana",The reigning beauty,The reigning beauty,,,The reigning beauty
1226,SC1377,1858,1858,Coke Henry J Henry John 1827 1916,Coke Henry John,A will and a way,A will and a way,,,A will and a way
1227,SC1378,1858,1858,Day Julia,Day Julia,The Gilberts their guests a story of homely English life,The Gilberts & their guests : a story of homely English life,,,The Gilberts & their guests
1228,SC1379,1858,1858,East Timothy,East Timothy,The sheepfold and the common or Within and without,"The sheepfold and the common, or, Within and without",,,The sheepfold and the common
1229,SC1380,1858,1858,"Eliot, George","Eliot, George",Scenes of Clerical Life By George Eliot In Two Volumes,Scenes of Clerical Life: By George Eliot: In Two Volumes,,,Scenes of Clerical Life
1230,SC1381,1858,1858,Ellis Sarah Stickney 1812 1872,Ellis Sarah Stickney,Friends at their own fireside or pictures of the private life of the people called Quakers,"Friends at their own fireside : or, pictures of the private life of the people called Quakers",,,Friends at their own fireside
1231,SC1382,1858,1858,"Farrar, F. W. (Frederic William)","Farrar, F. W. (Frederic William)",Eric or Little by Little A Tale of Roslyn School By Frederic W Farrar,"Eric: or, Little by Little: A Tale of Roslyn School. By Frederic W. Farrar",School Story,"Hunt, Peter. ""Children's Novels."" Encyclopedia of the Novel. Eds. Paul Schellinger, Christopher Hudson, and Marijke Rijsberman. Chicago: Fitzroy Dearborn Publishers, 1998.",Eric
1232,SC1383,1858,1858,"Fullerton, Lady Georgiana Lady","Fullerton, Lady Georgiana",The countess de Bonneval her life and letters,The countess de Bonneval: her life and letters,,,The countess de Bonneval
1233,SC1384,1858,1858,"Hopton, Anna Maria","Hopton, Anna Maria",Dawn and twilight a tale,Dawn and twilight : a tale,,,Dawn and twilight
1234,SC1385,1858,1858,James G P R George Payne Rainsford 1801 1860,"James, George Payne Rainsford",Lord Montagu s page a historical romance,Lord Montagu's page : a historical romance,Historical,title inference,Lord Montagu's page
1235,SC1386,1858,1858,Lavenu L S,Lavenu L S,Gaston Bligh,Gaston Bligh,,,Gaston Bligh
1236,SC1389,1858,1858,Manning Anne 1807 1879,"Manning, Anne",The ladies of Bever Hollow a tale of English country life,The ladies of Bever Hollow : a tale of English country life,,,The ladies of Bever Hollow
1237,SC1390,1858,1858,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",The laird of Norlaw a Scottish story,The laird of Norlaw : a Scottish story,,,The laird of Norlaw
1238,SC1392,1858,1858,Ponsonby Emily Lady 1817 1877,"Ponsonby, Lady Emily",The two brothers,The two brothers,,,The two brothers
1239,SC1393,1858,1858,Sewell Elizabeth Missing 1815 1906,"Sewell, Elizabeth Missing",Ursula a tale of country life,Ursula : a tale of country life,,,Ursula
1240,SC1394,1858,1858,Sheppard Elizabeth Sara 1830 1862,"Sheppard, Elizabeth Sara",Rumour,Rumour,,,Rumour
1241,SC1395,1858,1858,"Thackeray, William Makepeace","Thackeray, William Makepeace",The Virginians A Tale of the Last Century By W M Thackeray With Illustrations on Steel and Wood by the Author,The Virginians. A Tale of the Last Century. By W. M. Thackeray ... With Illustrations on Steel and Wood by the Author,Historical,"Orel, Harold. The Historical Novel from Scott to Sabatini. New York: St. Martin's Press, Inc., 1995.",The Virginians
1242,SC1396,1858,1858,"Trollope, Anthony","Trollope, Anthony",Doctor Thorne A Novel By Anthony Trollope In Three Volumes,Doctor Thorne. A Novel. By Anthony Trollope ... In Three Volumes,,,Doctor Thorne
1243,SC1397,1858,1858,"Trollope, Anthony","Trollope, Anthony",The Three Clerks A Novel By Anthony Trollope In Three Volumes,The Three Clerks. A Novel. By Anthony Trollope ... In Three Volumes,,,The Three Clerks
1244,SC1398,1858,1858,Tupper Martin Farquhar 1810 1889,Tupper Martin Farquhar,Stephan Langton,Stephan Langton,,,Stephan Langton
1245,SC1399,1858,1858,Wilbraham Frances M,Wilbraham Frances M,For and against or Queen Margaret s badge a domestic chronicle of the fifteenth century,"For and against : or, Queen Margaret's badge : a domestic chronicle of the fifteenth century",,,For and against
1246,SC1400,1859,1859,Anonymous,Anonymous,Aggesden vicarage : or Bridget Storey's first charge. A tale for the young. In two volumes,Aggesden vicarage : or Bridget Storey's first charge. A tale for the young. In two volumes,,,Aggesden vicarage
1247,SC1401,1859,1859,"Barrowcliffe, A J","Barrowcliffe, A J",Trust for trust,Trust for trust,,,Trust for trust
1248,SC1402,1859,1859,Chorley Henry Fothergill 1808 1872,Chorley Henry Fothergill,Roccabella a tale of a woman s life,Roccabella : a tale of a woman's life,,,Roccabella
1249,SC1403,1859,1859,Collins Wilkie 1824 1889,"Collins, Wilkie",The Queen of Hearts,The Queen of Hearts,,,The Queen of Hearts
1251,SC1426,1860,1859,Collins Wilkie 1824 1889,"Collins, Wilkie",The woman in white,The Woman in White. By Wilkie Collins ... In Three Volumes. New Edition,Sensation,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.",The Woman in White
1252,SC1405,1859,1859,Cornwallis Kinahan 1839 1917,Cornwallis Kinahan,Wreck and ruin or Modern society,"Wreck and ruin: or, Modern society",,,Wreck and ruin
1253,SC1406,1859,1859,"Dickens, Charles","Dickens, Charles",A Tale of Two Cities By Charles Dickens With Illustrations by H K Browne,A Tale of Two Cities. By Charles Dickens. With Illustrations by H. K. Browne,Historical,"Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",A Tale of Two Cities
1254,SC1408,1859,1859,"Eliot, George","Eliot, George",Adam Bede By George Eliot In Three Volumes,Adam Bede: By George Eliot ... In Three Volumes,Bildungsroman,Literary Lab Corpus I,Adam Bede
1255,SC1409,1859,1859,Grey Herbert,"Grey, Herbert",The three paths,The three paths,,,The three paths
1256,SC1410,1859,1859,"Hollings, Mrs.","Hollings, Mrs.",Ethel Woodville or Woman s ministry a tale for the times,"Ethel Woodville, or, Woman's ministry : a tale for the times",,,Ethel Woodville
1257,SC1411,1859,1859,Horlock Knightley William 1802 1882,"Horlock, Knightley William",The master of the hounds,The master of the hounds,,,The master of the hounds
1258,SC1412,1859,1859,Jeaffreson John Cordy 1831 1901,"Jeaffreson, John Cordy",Miriam Copley,Miriam Copley,,,Miriam Copley
1259,SC1414,1859,1859,Manning Anne 1807 1879,"Manning, Anne",Poplar house academy,Poplar house academy,,,Poplar house academy
1260,SC1415,1859,1859,Mathews William novelist,Mathews William novelist,The two homes,The two homes,,,The two homes
1261,SC1416,1859,1859,"Meredith, George","Meredith, George",The Ordeal of Richard Feverel A History of Father and Son By George Meredith In Three Volumes,The Ordeal of Richard Feverel. A History of Father and Son. By George Meredith. In Three Volumes,Bildungsroman,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.",The Ordeal of Richard Feverel
1262,SC1417,1859,1859,Owen Octavius Freire Mrs,Owen Octavius Freire Mrs,Raised to the peerage a novel,Raised to the peerage : a novel,,,Raised to the peerage
1263,SC1419,1859,1859,"Parker, Mrs. Hastings","Parker, Mrs. Hastings",Bentley Priory,Bentley Priory,,,Bentley Priory
1264,SC1420,1859,1859,Power Marguerite A 1815 1867,Power Marguerite A,Nelly Carew,Nelly Carew,,,Nelly Carew
1265,SC1421,1859,1859,Robinson F W Frederick William 1830 1901,"Robinson, Frederick William",Woodleigh,Woodleigh,,,Woodleigh
1266,SC1423,1860,1860,"Beale, Anne","Beale, Anne",Country landlords,Country landlords,,,Country landlords
1267,SC1424,1860,1860,Blue Tunic Writer,Blue Tunic Writer,From the peasantry to the peerage a novel,From the peasantry to the peerage : a novel,,,From the peasantry to the peerage
1268,SC1425,1860,1860,Church A B Mrs,"Church, A. B., Mrs.",Greymore a story of country life,Greymore : a story of country life,,,Greymore
1269,SC1427,1860,1860,Daniel Mrs Robert Mackenzie,Daniel Mrs Robert Mackenzie,Tried in the fire A tale In three volumes,Tried in the fire. A tale : In three volumes.,,,Tried in the fire
1270,SC1428,1860,1860,Dutton Ralph Mrs,Dutton Ralph Mrs,Woman s temptation a novel,Woman's temptation : a novel,,,Woman's temptation
1271,SC1429,1860,1860,Eden Emily 1797 1869,Eden Emily,The semi attached couple,The semi-attached couple,,,The semi-attached couple
